locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
6386,"Warszawa, ul. Wokalna",no2,8.3,"{'utc': '2023-07-06T16:00:00+00:00', 'local': '2023-07-06T18:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,7.2,"{'utc': '2023-07-06T17:00:00+00:00', 'local': '2023-07-06T19:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,34.2,"{'utc': '2023-07-06T20:00:00+00:00', 'local': '2023-07-06T22:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,55.4,"{'utc': '2023-07-06T21:00:00+00:00', 'local': '2023-07-06T23:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,68.0,"{'utc': '2023-07-06T22:00:00+00:00', 'local': '2023-07-07T00:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,73.9,"{'utc': '2023-07-06T23:00:00+00:00', 'local': '2023-07-07T01:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,72.5,"{'utc': '2023-07-07T00:00:00+00:00', 'local': '2023-07-07T02:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,64.3,"{'utc': '2023-07-07T01:00:00+00:00', 'local': '2023-07-07T03:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,60.9,"{'utc': '2023-07-07T02:00:00+00:00', 'local': '2023-07-07T04:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,30.8,"{'utc': '2023-07-07T20:00:00+00:00', 'local': '2023-07-07T22:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,43.1,"{'utc': '2023-07-07T21:00:00+00:00', 'local': '2023-07-07T23:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,65.1,"{'utc': '2023-07-07T22:00:00+00:00', 'local': '2023-07-08T00:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,71.5,"{'utc': '2023-07-07T23:00:00+00:00', 'local': '2023-07-08T01:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,69.0,"{'utc': '2023-07-08T00:00:00+00:00', 'local': '2023-07-08T02:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,64.7,"{'utc': '2023-07-08T01:00:00+00:00', 'local': '2023-07-08T03:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,62.5,"{'utc': '2023-07-08T02:00:00+00:00', 'local': '2023-07-08T04:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,57.9,"{'utc': '2023-07-08T03:00:00+00:00', 'local': '2023-07-08T05:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,47.6,"{'utc': '2023-07-08T04:00:00+00:00', 'local': '2023-07-08T06:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,41.6,"{'utc': '2023-07-08T05:00:00+00:00', 'local': '2023-07-08T07:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,14.6,"{'utc': '2023-07-08T06:00:00+00:00', 'local': '2023-07-08T08:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,16.3,"{'utc': '2023-07-08T07:00:00+00:00', 'local': '2023-07-08T09:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,13.6,"{'utc': '2023-07-08T08:00:00+00:00', 'local': '2023-07-08T10:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,5.6,"{'utc': '2023-07-08T09:00:00+00:00', 'local': '2023-07-08T11:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,3.5,"{'utc': '2023-07-08T10:00:00+00:00', 'local': '2023-07-08T12:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,3.6,"{'utc': '2023-07-08T11:00:00+00:00', 'local': '2023-07-08T13:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,3.6,"{'utc': '2023-07-08T12:00:00+00:00', 'local': '2023-07-08T14:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,4.1,"{'utc': '2023-07-08T13:00:00+00:00', 'local': '2023-07-08T15:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,4.1,"{'utc': '2023-07-08T14:00:00+00:00', 'local': '2023-07-08T16:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,4.2,"{'utc': '2023-07-08T15:00:00+00:00', 'local': '2023-07-08T17:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,4.4,"{'utc': '2023-07-08T16:00:00+00:00', 'local': '2023-07-08T18:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,4.9,"{'utc': '2023-07-08T17:00:00+00:00', 'local': '2023-07-08T19:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
6386,"Warszawa, ul. Wokalna",no2,8.5,"{'utc': '2023-07-08T18:00:00+00:00', 'local': '2023-07-08T20:00:00+02:00'}",µg/m³,"{'latitude': 52.160772, 'longitude': 21.033819}",PL,,False,,Governmental Organization,reference grade
